gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.85158 20.100101 65.403308 -88.426817 33.878102 8.730016
1 19.911035 22.255774 67.110988 -69.391976 37.238895 13.025168
2 25.952859 24.854587 67.110988 -58.893706 41.367712 13.025168
3 44.758585 25.315755 67.110988 -27.732899 43.112388 13.025168
4 55.648385 13.147423 67.110988 -9.128048 22.348295 13.025168
5 56.94298 10.933491 67.110988 -6.783603 18.805283 13.025168
6 57.909236 12.967176 67.110988 -4.813934 22.429582 13.025168
7 57.273581 13.019773 67.110988 -5.749658 22.251875 13.025168
8 56.814203 14.649849 67.110988 -6.703529 25.739319 13.025168
9 57.347572 15.920743 67.110988 -5.520739 27.485864 13.025168
10 56.386788 20.389134 67.110988 -6.576572 34.584746 13.025168
11 50.509394 26.140135 67.110988 -16.762057 44.593385 13.025168
12 55.061873 20.246079 67.110988 -8.86708 34.392177 13.025168
13 52.146972 24.298818 67.110988 -13.710038 41.128304 13.025168
14 53.02986 23.786186 67.110988 -12.378992 40.648551 13.025168
15 54.078357 23.046627 67.110988 -10.67632 39.50152 13.025168
16 53.851994 22.254256 67.110988 -10.810156 37.71114 13.025168
17 57.830805 18.70367 67.110988 -4.117229 32.349126 13.025168
18 55.80479 19.791861 67.110988 -7.738901 34.047673 13.025168
19 59.434477 12.973702 67.110988 -1.637163 22.642706 13.025168
20 54.273217 20.883562 67.116235 -10.478972 35.879117 13.038287
21 60.827458 9.658444 67.165649 0.763098 17.29002 13.135869
22 55.828918 19.202834 67.332174 -7.673318 32.903042 13.552181
23 60.753177 9.056533 67.498678 0.755333 16.518082 13.968439
24 56.801582 18.508523 67.498678 -5.878174 31.847161 13.968439
25 60.139266 9.735175 67.498678 -0.489754 17.962543 13.968439
26 61.186236 10.013255 67.498678 1.605848 18.091458 13.968439
27 62.02034 6.651723 67.498678 2.917652 12.945201 13.968439
28 63.568092 6.178109 67.498678 6.018964 11.984753 13.968439
29 62.064537 9.591568 67.504281 3.268491 17.199197 14.008403
30 59.747775 10.612917 67.504281 -1.252068 19.416999 14.008403
