gen mean_fit std_fit max_fit
2 17.590009 31.379539 88.948142
3 27.044096 32.453662 88.948142
4 30.642435 31.786963 88.948142
5 41.256677 30.4622 88.948142
6 51.711663 24.702516 88.948142
7 54.665921 25.458745 88.948142
8 59.830326 22.423848 88.948142
9 62.08424 21.607989 88.948142
10 65.036889 21.947631 90.438708
11 64.771598 24.890742 90.438708
12 67.682959 21.954561 90.438708
13 67.834048 21.554915 90.438708
14 69.619198 21.593498 90.438708
15 74.516436 15.924595 90.438708
16 70.33131 26.317168 90.438708
17 73.192948 23.951625 90.438708
18 75.646384 20.292564 90.438708
19 76.510165 22.32324 90.438708
20 72.80124 28.334566 90.438708
