gen mean_fit std_fit max_fit
2 28.712068 33.91297 89.372892
3 42.290078 33.711612 89.912892
4 56.092948 26.814005 89.912892
5 68.11181 20.974562 89.912892
6 74.534766 17.26139 90.032892
7 78.234909 18.670095 90.812892
8 81.76157 18.317579 90.932892
9 83.895454 18.552439 91.592892
10 85.468842 16.405001 91.892892
11 89.368093 1.17123 91.892892
12 88.835074 3.049696 91.892892
13 88.994465 4.685025 91.892892
14 89.588382 2.840213 92.072892
15 89.662843 3.70939 92.072892
16 90.532191 2.398908 92.192892
17 91.240292 0.898861 92.192892
18 91.307488 1.14141 92.192892
19 91.486692 0.993826 92.192892
20 91.361362 1.360477 92.192892
