gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 0.122336 12.548672 56.742332 -93.6 13.821722 -30.0
1 0.614365 10.267743 39.062464 -93.3 11.229871 -50.0
2 4.810957 11.023734 30.90625 -88.8 11.8558 -60.0
3 9.725217 11.776629 39.379599 -83.5 12.835498 -50.0
4 14.945075 10.866833 30.785064 -78.0 11.74734 -60.0
5 19.436358 10.359599 39.82385 -73.1 11.286718 -50.0
6 21.241851 7.989081 39.785064 -71.2 8.749857 -50.0
7 23.739431 7.047317 48.354553 -68.5 7.92149 -40.0
8 26.564255 8.676787 48.354553 -65.3 9.945351 -40.0
9 31.400971 9.446835 48.852506 -59.7 10.904586 -40.0
10 33.545366 8.12229 39.785064 -57.2 9.389356 -50.0
11 38.557235 3.896861 39.785064 -51.4 4.476606 -50.0
12 39.785064 0.0 39.785064 -50.0 0.0 -50.0
13 39.785064 0.0 39.785064 -50.0 0.0 -50.0
14 39.785064 0.0 39.785064 -50.0 0.0 -50.0
15 39.785064 0.0 39.785064 -50.0 0.0 -50.0
16 39.785064 0.0 39.785064 -50.0 0.0 -50.0
17 39.785064 0.0 39.785064 -50.0 0.0 -50.0
18 39.785064 0.0 39.785064 -50.0 0.0 -50.0
19 39.785064 0.0 39.785064 -50.0 0.0 -50.0
20 39.785064 0.0 39.785064 -50.0 0.0 -50.0
