gen mean_fit std_fit max_fit
2 56.799184 27.294887 89.03699
3 65.216774 24.810598 90.201683
4 71.078379 24.764074 90.316695
5 74.380248 23.655675 90.316695
6 76.048921 22.73398 90.316695
7 82.092833 15.313515 90.316695
8 84.186428 10.874733 90.316695
9 88.645093 6.913082 90.431732
10 89.558788 2.98804 90.431732
11 88.916739 5.152158 90.431732
12 89.043031 4.604217 90.431732
13 88.292327 5.620821 90.431732
14 88.695212 5.157576 90.486794
15 90.125288 2.113691 90.486794
16 90.384781 0.192682 90.486794
17 90.441082 0.041641 90.491732
18 90.459982 0.036907 90.491732
19 90.466603 0.073858 90.496695
20 90.475996 0.034129 90.501683
