gen mean_fit std_fit max_fit
2 19.217514 35.219965 92.394865
3 24.065415 37.484595 92.394865
4 28.471546 39.603688 93.619361
5 36.148369 41.975272 93.619361
6 45.115358 42.694428 93.619361
7 52.016788 41.461086 93.619361
8 62.63898 38.353482 93.619361
9 67.496573 36.550735 93.619361
10 78.307724 27.212774 93.619361
11 86.188014 16.023175 93.619361
12 84.438077 23.334993 93.619361
13 89.15402 12.858311 93.619361
14 87.642231 18.137515 93.619361
15 91.746349 0.977696 93.619361
16 88.936648 14.680112 93.931733
17 88.224207 18.0512 93.931733
18 90.476697 11.340198 93.931733
19 91.105725 10.69085 93.931733
20 90.09081 14.667865 93.931733
