gen mean_fit std_fit max_fit
2 21.899233 35.764206 87.657882
3 32.947626 36.940795 89.246611
4 46.819012 35.753308 90.499688
5 56.917385 33.474464 90.733561
6 64.634486 31.630562 90.733561
7 70.91855 29.958183 90.733561
8 79.212767 24.578092 90.733561
9 81.65488 20.336065 90.733561
10 76.583224 27.429084 90.733561
11 76.235937 25.690566 90.733561
12 79.774013 22.293158 90.733561
13 80.839843 21.09038 90.733561
14 78.814219 23.90502 91.851655
15 79.586005 25.772647 92.596695
16 79.358846 24.687917 92.596695
17 76.144708 29.642743 92.596695
18 77.977963 25.618 92.596695
19 81.527081 22.189444 92.596695
20 84.036866 17.976603 92.596695
