gen mean_fit std_fit max_fit
2 22.187377 30.863914 89.608142
3 37.789352 30.202086 89.608142
4 53.106909 24.848356 89.608142
5 68.521204 14.887368 89.608142
6 75.808234 12.8368 89.608142
7 81.780469 12.398961 89.608142
8 87.83657 3.457494 89.608142
9 89.187059 0.851143 89.608142
10 89.247242 2.365741 89.608142
11 89.214112 2.387531 89.608142
12 89.304224 2.355346 89.608142
13 89.316368 2.344786 89.608142
14 89.589732 0.042716 89.612892
15 88.830738 4.010773 89.612892
16 88.68917 4.247345 89.612892
17 89.512017 0.451956 89.612892
18 88.892161 4.00764 89.612892
19 89.387283 0.860446 89.612892
20 88.935073 2.860818 89.612892
