gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 9.407085 20.737131 67.480385 -87.547976 35.300709 13.480444
1 23.673106 22.035264 67.510482 -62.951612 37.25558 13.555685
2 31.483243 24.130114 67.523575 -49.953283 41.046785 13.588418
3 45.352359 20.845456 67.523575 -25.276288 35.402309 13.588418
4 63.083957 12.563535 67.752787 5.61838 21.698005 14.161447
5 63.547204 11.412324 67.752787 6.282407 19.510837 14.161447
6 65.317565 8.573613 67.752787 9.330921 15.107121 14.161447
7 64.113921 11.168061 67.752787 7.454151 18.881325 14.161447
8 63.164204 13.416333 67.752787 5.691336 23.368907 14.161447
9 61.455488 13.675425 68.1193 2.935393 23.358397 15.077731
10 62.972351 12.151619 68.1193 5.47061 20.869917 15.077731
11 66.178818 2.228185 68.1193 10.870072 4.557277 15.077731
12 64.281843 8.731037 68.1193 7.681797 15.048504 15.077731
13 64.340912 9.960496 68.1193 7.831622 17.031912 15.077731
14 64.767096 8.426347 68.1193 8.54142 14.803404 15.077731
15 65.393153 5.306385 68.1193 9.573595 9.484999 15.077731
16 66.477183 2.311466 68.119434 11.499103 4.86167 15.078066
17 66.495537 1.991607 68.119434 11.511677 4.215905 15.078066
18 66.289681 2.359541 68.119434 11.139554 4.939865 15.078066
19 65.775452 2.800516 68.119434 10.168026 5.625827 15.078066
20 65.539473 2.785519 68.119434 9.594454 5.708685 15.078066
21 65.729228 2.263545 68.119434 9.964702 4.735349 15.078066
22 65.553381 4.473954 68.119434 9.815286 8.222075 15.078066
23 66.198256 2.47791 68.119434 10.902259 5.229717 15.078066
24 66.458942 2.259555 68.119434 11.569982 4.590345 15.078066
25 66.181311 2.403277 68.119434 10.896865 5.011513 15.078066
26 65.989382 2.458754 68.119525 10.492461 5.160841 15.078294
27 66.0445 2.744432 68.120883 10.671322 5.626551 15.081687
28 65.93844 3.008657 68.120883 10.431685 6.032475 15.081687
29 66.010876 2.981743 68.120883 10.634897 6.069607 15.081687
30 65.039073 7.61469 68.122797 9.019162 13.109891 15.086473
