gen mean_fit std_fit max_fit
2 22.476627 36.855881 92.394865
3 32.119277 39.769605 93.218093
4 43.773115 41.124122 93.218093
5 59.57609 37.168879 93.218093
6 71.575855 30.817541 93.871733
7 78.094867 28.23906 93.871733
8 80.461341 26.563878 93.871733
9 82.793482 25.370195 93.871733
10 81.307229 28.345024 93.871733
11 84.71311 23.590863 93.871733
12 86.704861 21.035599 93.871733
13 81.892679 28.48852 93.875214
14 87.058322 19.648967 93.875214
15 90.52147 12.725646 93.875214
16 82.974608 27.134127 93.875214
17 83.86068 25.563773 93.875214
18 87.294851 19.422984 93.875214
19 86.151779 22.5539 93.875214
20 83.652543 25.937051 93.875214
