gen mean_fit std_fit max_fit
2 42.867342 39.892431 90.811054
3 63.804959 33.073306 91.956796
4 82.885531 19.773367 92.745064
5 76.89198 27.087449 92.745064
6 82.805953 23.581035 92.805064
7 77.530569 29.434686 92.805064
8 77.138648 30.869463 92.805064
9 81.070592 25.953098 92.972892
10 81.282995 26.581687 92.972892
11 82.735622 25.103628 92.972892
12 84.687276 21.934554 92.972892
13 84.078672 21.624786 93.032892
14 84.481372 21.160993 93.032892
15 83.805172 22.507028 93.032892
16 84.56851 21.263425 93.092892
17 84.370771 22.059696 93.212892
18 90.723771 5.96958 93.212892
19 90.28922 9.72547 93.212892
20 92.123591 2.563924 93.272892
