gen mean_fit std_fit max_fit
2 35.799589 36.764308 90.45289
3 55.048128 32.023071 90.539827
4 64.797197 29.730085 90.63289
5 71.521817 25.509887 90.63289
6 78.701478 13.760503 90.63289
7 81.400609 11.533907 90.903246
8 81.811292 11.798548 90.963246
9 82.448063 11.519037 90.963246
10 82.495854 11.648649 90.963246
11 82.721234 12.002104 90.963246
12 84.165526 10.400475 90.963246
13 83.910991 11.08909 90.963246
14 83.246412 11.905661 90.963246
15 83.453562 11.304273 90.963246
16 82.817672 12.562162 90.963246
17 83.610843 12.426564 90.963246
18 83.497154 13.385442 90.963246
19 82.234254 14.458151 90.963246
20 82.081767 16.765114 91.139827
