gen mean_fit std_fit max_fit
2 19.794449 33.753085 92.847511
3 32.072261 38.215682 92.847511
4 44.164893 39.308974 92.847511
5 54.618832 37.266668 92.847511
6 63.290361 34.84666 92.847511
7 75.005839 26.960088 92.852751
8 83.259347 20.410159 92.852751
9 81.259872 25.527923 93.161645
10 85.320727 17.824093 93.161645
11 80.229413 28.325766 93.478336
12 88.789394 12.72078 93.478336
13 86.372438 19.836731 93.478336
14 81.625777 27.566481 93.478336
15 86.876814 18.689115 93.478336
16 86.498344 18.815933 93.478336
17 86.138498 21.916409 93.871733
18 86.046513 22.337865 93.871733
19 86.349127 20.721355 93.871733
20 88.276384 18.535734 93.871733
