gen mean_fit std_fit max_fit
2 30.314517 39.698631 93.468962
3 52.595254 39.915545 93.468962
4 74.474442 29.934902 93.508142
5 74.752092 32.092069 93.508142
6 75.799264 32.880169 93.972614
7 74.466907 34.781444 93.972614
8 79.642593 30.291566 93.972614
9 82.176361 27.651869 93.972614
10 83.670083 26.061219 93.972614
11 78.88868 32.52958 93.972614
12 77.050708 34.078237 93.972614
13 87.100682 20.376122 93.972614
14 79.532418 32.341196 93.972614
15 78.805316 33.052002 93.972614
16 80.522911 31.16047 93.972614
17 82.629042 29.187498 93.972614
18 83.292086 28.576708 93.972614
19 82.590979 28.472379 93.972614
20 85.340067 24.738321 93.972614
