gen mean_fit std_fit max_fit
2 7.892777 26.231638 86.549573
3 11.393923 28.479853 86.549573
4 13.796206 29.221999 86.549573
5 16.582128 29.75931 86.549573
6 17.773638 29.526348 86.549573
7 21.458002 30.516838 86.549573
8 24.299263 31.551365 87.508142
9 29.06074 31.824551 87.508142
10 32.229998 31.619948 87.508142
11 36.744285 30.794717 87.508142
12 41.446214 29.588602 87.508142
13 45.850484 27.13049 87.508142
14 49.216019 24.633584 87.508142
15 50.873812 23.20196 87.508142
16 55.035336 20.833526 87.508142
17 59.453784 17.596047 89.445064
18 60.63112 17.923352 89.445064
19 63.085073 14.828014 93.336393
20 65.930685 11.948608 93.336393
