gen mean_fit std_fit max_fit
2 51.035383 41.384672 92.968559
3 73.834836 32.019313 92.968559
4 83.7473 25.256794 93.586571
5 76.798038 33.476955 93.586571
6 80.134383 30.702271 93.586571
7 90.124286 14.469752 93.756168
8 92.932166 0.709898 93.756168
9 93.255716 0.609107 93.756168
10 93.396561 0.61014 93.756168
11 92.760772 6.833644 93.756168
12 93.208495 1.36546 93.756168
13 93.326443 0.875423 93.756168
14 92.922283 3.130291 93.756168
15 91.307279 13.12662 93.756168
16 93.352587 0.741659 93.756168
17 93.262256 0.854715 93.756168
18 93.233204 2.057849 93.756168
19 93.3847 0.719257 93.756168
20 93.407944 0.598383 93.756168
