gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -2.885337 9.179792 39.179917 -96.8 10.186265 -50.0
1 -2.908491 8.769467 48.156456 -96.9 9.76678 -40.0
2 3.908496 14.540826 48.051965 -89.3 16.20216 -40.0
3 8.665057 17.551138 66.073074 -84.0 19.595918 -20.0
4 5.914066 13.880017 48.013548 -87.1 15.510964 -40.0
5 8.944447 13.512757 39.179917 -83.7 15.076803 -50.0
6 20.141003 15.370206 48.023649 -71.2 17.16275 -40.0
7 24.439987 13.135875 48.023649 -66.4 14.664242 -40.0
8 24.981269 11.260014 39.2699 -65.8 12.584117 -50.0
9 29.866064 14.625017 75.2699 -60.3 16.33738 -10.0
10 31.643068 15.414262 57.136369 -58.3 17.207847 -30.0
11 31.644153 17.960865 94.852506 -57.4 24.601626 100.0
12 35.839866 13.212801 57.018586 -53.5 14.857658 -30.0
13 36.315438 17.144457 57.018586 -53.0 19.157244 -30.0
14 40.576997 16.009691 57.018586 -48.3 17.891618 -30.0
15 44.837712 10.043219 57.031292 -43.5 11.169154 -30.0
16 47.750607 5.028261 66.041575 -40.3 5.559676 -20.0
17 48.380092 3.83827 57.018586 -39.6 4.223742 -30.0
18 50.108646 4.727404 57.018586 -37.7 5.264029 -30.0
19 49.301567 4.40685 57.018586 -38.6 4.90306 -30.0
20 50.113014 4.371165 57.018586 -37.7 4.869292 -30.0
