gen mean_fit std_fit max_fit
2 20.329107 32.21803 88.122547
3 31.72027 33.364775 88.122547
4 52.273521 26.607472 89.056695
5 58.176153 27.166074 89.056695
6 62.087325 27.678284 89.056695
7 63.382895 30.931139 89.056695
8 72.026921 27.661845 89.716695
9 77.396315 26.259334 89.716695
10 80.314919 22.897236 89.716695
11 79.361466 24.521687 89.716695
12 78.968075 24.87551 89.716695
13 81.359231 20.497777 89.716695
14 84.086908 17.373043 89.716695
15 82.724072 17.761551 89.716695
16 84.415477 17.163409 89.716695
17 84.004506 18.42228 91.766695
18 86.623428 9.356115 91.766695
19 84.658557 15.43666 91.766695
20 85.835375 14.561617 92.066695
