gen mean_fit std_fit max_fit
2 17.792311 34.140505 92.966611
3 23.110212 36.897631 92.966611
4 30.755107 39.299539 92.966611
5 37.861901 39.84337 92.966611
6 45.410532 39.790163 92.966611
7 57.7642 36.649191 92.966611
8 68.016057 33.160559 92.966611
9 76.789184 28.513471 92.966611
10 81.110405 25.926872 92.966611
11 77.425954 30.41989 92.966611
12 82.957054 25.155071 93.503414
13 81.547027 28.041602 93.803558
14 82.226352 27.046138 93.803558
15 85.391979 22.067887 94.001885
16 82.46464 27.643433 94.001885
17 80.574316 30.238148 94.001885
18 82.656174 27.86825 94.001885
19 84.887009 23.988703 94.001885
20 84.63366 24.37176 94.001885
