gen mean_fit std_fit max_fit
2 15.333933 32.079725 92.394865
3 18.867658 33.237642 92.394865
4 20.496507 33.736843 92.394865
5 26.00412 35.58906 92.394865
6 29.090491 34.842328 92.394865
7 33.455718 35.262666 92.394865
8 35.216446 35.14966 92.394865
9 37.00201 34.896653 92.394865
10 41.799313 35.120044 92.394865
11 43.226165 34.808283 92.394865
12 50.613874 33.769432 93.266611
13 57.559785 32.594579 93.266611
14 60.935818 33.032784 93.266611
15 65.504702 31.062427 93.266611
16 71.256754 27.047273 93.266611
17 76.712179 23.562645 93.266611
18 81.411913 20.388254 93.266611
19 85.757978 13.15487 93.266611
20 86.51488 15.669378 93.266611
