gen mean_fit std_fit max_fit
2 20.20833 35.647244 92.972751
3 24.498365 37.089491 92.972751
4 29.031693 38.823772 92.972751
5 33.522427 40.213978 92.972751
6 43.451268 41.721971 94.409567
7 53.820025 40.833206 94.409567
8 64.241481 37.508214 94.409567
9 73.572174 31.800922 94.409567
10 81.979393 21.405658 94.409567
11 88.294171 12.212049 94.469567
12 91.307172 1.738003 94.469567
13 89.556809 14.900377 94.469567
14 92.138346 1.357122 94.589567
15 92.541305 1.267618 94.589567
16 92.778013 1.156124 94.589567
17 93.092854 0.959818 94.589567
18 92.860872 4.061813 94.589567
19 93.485481 0.717263 94.589567
20 93.580662 0.696554 94.589567
