gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 0.372064 11.687389 56.742332 -93.3 12.732243 -30.0
1 3.345126 11.888701 39.888012 -90.3 12.996538 -50.0
2 7.767775 12.74728 48.176954 -85.6 13.951344 -40.0
3 13.103387 11.089901 30.648142 -80.1 11.957843 -60.0
4 13.810452 11.429038 31.140188 -79.3 12.268252 -60.0
5 17.856297 9.013062 30.795993 -74.9 9.643132 -60.0
6 18.634206 9.973567 39.241098 -74.0 10.86278 -50.0
7 20.993305 7.375144 39.383229 -71.6 8.089499 -50.0
8 19.747139 8.567324 30.795993 -72.9 9.305375 -60.0
9 19.987722 9.906192 30.795993 -72.4 10.873822 -60.0
10 20.703246 8.73031 30.795993 -71.6 9.562426 -60.0
11 21.774937 7.49819 30.818216 -70.4 8.357033 -60.0
12 24.834855 7.644389 30.795993 -66.7 8.837986 -60.0
13 27.495799 5.278946 39.241098 -63.4 6.2 -50.0
14 29.395739 4.732895 39.241098 -61.1 5.458022 -50.0
15 30.199356 5.681906 39.241098 -60.1 6.402343 -50.0
16 33.096128 6.12952 39.241098 -56.9 6.88404 -50.0
17 34.182024 6.436064 39.807043 -55.8 7.372923 -50.0
18 38.800781 2.309648 39.807043 -50.5 2.598076 -50.0
19 39.241098 0.0 39.241098 -50.0 0.0 -50.0
20 39.241098 0.0 39.241098 -50.0 0.0 -50.0
