gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 11.002417 30.446377 92.927 -47.62 49.375261 82.0
1 19.785386 35.826595 92.394865 -48.328 54.532548 82.0
2 26.685322 38.305166 92.745064 -37.508 54.134414 79.6
3 34.742361 41.270999 93.664826 -30.48 63.205405 87.4
4 53.605942 40.42228 93.664826 -9.544 58.196701 87.4
5 64.614832 37.286292 93.664826 4.226 56.821796 87.4
6 77.33491 25.970828 93.664826 25.278 39.851553 87.4
7 70.661704 34.422499 93.263536 17.016 53.150004 87.4
8 77.57901 28.091824 92.972892 25.762 46.518905 83.2
9 74.783724 29.922644 92.808788 20.872 49.066498 84.4
10 74.083828 30.928275 92.507281 18.922 47.341643 82.0
11 81.557206 22.3623 92.914547 30.724 39.286708 84.4
12 71.696371 33.812719 93.664826 19.272 54.169198 87.4
13 81.087825 24.332873 93.664826 36.346 41.498249 87.4
14 85.087919 18.079794 93.664826 46.648 32.378377 87.4
15 90.710003 8.175863 93.784826 70.81 24.319381 88.6
16 92.360488 0.73139 93.664826 80.95 6.940512 87.4
17 92.513742 0.922297 93.784826 82.144 8.20449 88.6
18 92.406924 1.176653 93.724826 80.86 10.966221 88.0
19 92.39041 3.451003 93.724826 82.942 10.18879 88.0
20 92.873269 0.643947 93.592506 84.454 5.396729 87.4
