gen mean_fit std_fit max_fit
2 17.31977 29.843885 85.892892
3 20.300189 30.530235 85.892892
4 24.103923 30.977725 85.892892
5 28.946659 30.872006 85.892892
6 35.183929 30.394583 85.892892
7 40.063501 28.959936 85.892892
8 46.902871 25.567364 85.892892
9 50.29841 22.226132 85.892892
10 55.909442 17.497815 85.892892
11 58.645701 16.155028 85.892892
12 64.10635 8.947629 91.075505
13 63.182792 14.901928 91.075505
14 63.621966 15.702002 91.075505
15 64.006657 15.563656 91.075505
16 65.714796 13.397577 91.075505
17 66.564564 14.195642 91.075505
18 67.210154 13.564126 91.075505
19 65.550322 18.176625 91.075505
20 67.875916 15.614742 91.075505
