gen mean_fit std_fit max_fit
2 10.46603 26.565272 89.350924
3 17.99914 31.752632 89.350924
4 21.20974 31.456801 89.350924
5 32.333223 33.310452 90.882464
6 42.076036 34.222468 91.972628
7 53.264565 34.020108 91.972628
8 62.133818 33.014287 91.972628
9 68.667912 31.613948 91.972628
10 77.646575 24.615988 91.972628
11 79.710005 24.409794 91.972628
12 79.803889 24.300512 91.972628
13 78.571497 23.727168 91.972628
14 79.699051 23.15943 91.972628
15 78.883824 23.86736 91.972628
16 78.549445 24.669231 91.972628
17 77.681823 26.817392 91.972628
18 79.289478 22.886078 91.972628
19 77.490244 28.346723 91.972628
20 79.439086 24.849741 91.972628
