gen mean_fit std_fit max_fit
2 21.021948 34.525758 88.39704
3 30.078398 37.008056 88.39704
4 37.865916 35.942529 88.39704
5 47.686636 34.49628 88.47289
6 54.264186 30.298883 88.47289
7 63.71758 23.260112 88.709573
8 71.67781 14.35849 89.25289
9 76.303919 11.893437 89.25289
10 79.645243 10.149319 89.25289
11 82.609158 7.943525 89.25289
12 84.306028 6.875984 89.25289
13 86.26718 4.46033 89.25289
14 86.730831 5.914592 89.912892
15 87.82076 3.348465 89.912892
16 87.917155 3.345261 89.912892
17 88.426726 0.480969 89.912892
18 87.076985 7.93046 90.086267
19 88.050688 3.639568 90.086267
20 88.657619 0.47069 90.086267
