gen mean_fit std_fit max_fit
2 35.94379 41.209244 93.080419
3 57.137685 39.59686 93.080419
4 73.653669 33.573293 93.080419
5 80.101409 28.504785 93.080419
6 86.073852 19.078109 93.080419
7 82.67815 24.838712 93.080419
8 83.701635 25.105596 93.080419
9 84.956328 22.414924 93.080419
10 84.59332 21.237923 93.931733
11 87.68182 15.554538 93.931733
12 87.82628 17.356845 93.931733
13 86.556572 18.572981 93.931733
14 89.367225 13.44974 93.931733
15 87.767865 16.81583 93.931733
16 91.146241 11.08853 93.931733
17 90.584913 12.731741 93.931733
18 89.086175 16.544579 93.931733
19 90.60499 13.199106 93.931733
20 89.460559 15.821507 93.931733
