gen mean_fit std_fit max_fit
2 21.703666 35.351352 93.936796
3 27.793685 37.694326 93.936796
4 34.113228 39.103642 93.936796
5 41.576471 40.179089 93.936796
6 47.534036 39.824598 93.936796
7 52.024354 38.642456 93.936796
8 59.186051 37.1635 93.936796
9 67.525749 32.789546 93.936796
10 76.191001 26.155878 93.936796
11 80.935575 19.791922 93.936796
12 83.37392 18.983595 93.936796
13 88.510625 11.08318 93.936796
14 90.441322 3.557771 94.264826
15 90.165163 8.77439 94.264826
16 89.564095 12.337609 94.264826
17 89.607326 14.34772 94.264826
18 84.230102 24.761229 94.264826
19 88.511192 16.963955 94.264826
20 91.230675 9.698106 94.264826
