gen mean_fit std_fit max_fit
2 40.390802 40.992208 93.43505
3 56.091924 39.154632 93.43505
4 72.948383 31.31543 93.931733
5 79.390514 27.446581 93.996796
6 77.17681 32.358521 93.996796
7 78.550535 31.638982 94.056796
8 80.872064 29.405807 94.056796
9 82.453435 26.974565 94.056796
10 82.359615 28.375367 94.056796
11 83.631306 26.416316 94.056796
12 84.761814 25.603356 94.056796
13 88.050085 20.538148 94.056796
14 88.659828 19.797218 94.066708
15 92.633951 8.50183 94.066708
16 93.519699 0.647725 94.066708
17 93.516408 0.667694 94.066708
18 93.524442 0.732999 94.066708
19 93.516342 0.724313 94.066708
20 93.416952 0.865182 94.066708
