gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 1.236089 11.842859 56.306676 -92.096 13.370429 -30.0
1 6.342587 14.971161 83.903444 -86.056 17.440392 11.8
2 9.684485 12.856405 39.351026 -83.1 14.331434 -50.0
3 10.940601 14.033236 56.90643 -81.6 15.602564 -30.0
4 14.361916 13.612586 56.90643 -77.9 15.18519 -30.0
5 16.100058 11.889894 56.90643 -76.0 13.190906 -30.0
6 18.782504 9.172368 47.649114 -73.0 10.148892 -40.0
7 20.507087 10.809013 47.950267 -71.1 11.991247 -40.0
8 22.233022 9.976348 39.351026 -69.2 11.106755 -50.0
9 23.816194 10.942117 39.351026 -67.4 12.216382 -50.0
10 25.92312 11.340307 48.003548 -65.0 12.688578 -40.0
11 32.327472 8.01304 48.006039 -57.8 9.008885 -40.0
12 34.464892 6.062507 56.799491 -55.4 6.843975 -30.0
13 34.892744 6.223651 39.354553 -54.9 6.999286 -50.0
14 35.468491 4.52687 48.086497 -54.3 5.148786 -40.0
15 36.43641 5.419275 56.881903 -53.2 6.144917 -30.0
16 38.669363 8.289696 65.704734 -50.7 9.407975 -20.0
17 44.408557 10.425531 65.704734 -44.2 11.847363 -20.0
18 52.423911 12.087151 65.704734 -35.1 13.747363 -20.0
19 55.941471 11.322966 74.618184 -31.1 12.875947 -10.0
20 62.444644 6.784119 65.704734 -23.7 7.701299 -20.0
