gen mean_fit std_fit max_fit
2 23.552279 33.807243 89.696064
3 41.805792 37.457914 89.696064
4 59.642066 35.651602 90.045069
5 79.467309 22.96927 90.236064
6 76.859394 27.450834 90.236064
7 77.508556 27.115438 90.236064
8 83.51324 20.891955 90.236064
9 81.253915 23.553741 90.236064
10 83.977282 18.573721 90.236064
11 81.075685 23.485425 90.236064
12 84.182102 19.730701 90.236064
13 79.606615 25.458372 90.236064
14 85.810922 17.959219 90.236064
15 78.912699 26.386831 90.236064
16 82.730078 20.630035 90.236064
17 82.328496 21.779732 90.236064
18 78.659284 24.337469 90.236064
19 84.674446 19.166676 90.236064
20 83.467752 19.497473 90.236064
