gen mean_fit std_fit max_fit
2 29.221634 37.601421 88.915982
3 45.975645 37.133103 89.378539
4 56.520205 36.581549 90.21194
5 69.791702 29.496643 90.33194
6 78.664799 25.944707 90.51194
7 89.021198 1.322177 90.51194
8 89.981788 0.549107 90.57194
9 90.174593 0.52357 90.57194
10 90.42698 0.132149 90.69194
11 89.536864 7.583525 90.69194
12 81.717562 20.251089 90.69194
13 83.276373 18.420086 90.69194
14 89.738016 6.467487 90.69194
15 88.069975 11.354958 90.69194
16 83.599831 18.401996 90.69194
17 86.638987 14.126282 90.69194
18 86.71349 14.144331 90.69194
19 88.555681 10.102225 90.69194
20 86.4903 14.916072 90.69194
