gen mean_fit std_fit max_fit
2 38.531378 40.716101 89.653561
3 53.991682 37.710744 90.733561
4 67.12104 34.032488 92.192828
5 70.805407 33.903858 92.192828
6 74.373324 28.983481 92.192828
7 70.333805 33.893821 92.28188
8 69.176309 34.485331 92.28188
9 74.886231 29.786351 92.332142
10 75.874865 29.151438 92.332142
11 75.50527 30.410644 92.332142
12 75.258703 30.702684 92.332142
13 72.207555 33.17446 92.332142
14 74.811228 33.461548 92.552828
15 79.165647 27.437562 92.552828
16 80.763882 25.931849 92.552828
17 75.941498 31.381946 92.552828
18 76.678115 31.397201 92.552828
19 77.724607 29.751309 92.552828
20 83.153018 22.767072 92.552828
