gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 7.827676 19.328887 68.736675 -89.790603 32.619189 15.891525
1 21.899547 22.687504 68.736675 -66.041219 38.124456 15.891525
2 38.465862 21.961895 68.736675 -37.955684 37.097463 15.891525
3 56.195322 6.50767 68.736675 -8.013731 11.404589 15.891525
4 60.724383 2.978797 68.736675 -0.288744 5.959282 15.891525
5 60.399095 4.295241 68.736675 -0.856391 8.253254 15.891525
6 61.024143 3.826769 68.736675 0.293337 7.334404 15.891525
7 61.211022 4.07441 68.736675 0.705884 8.03839 15.891525
8 60.73995 4.664397 68.736675 -0.24819 8.932735 15.891525
9 60.685616 7.813738 68.736675 -0.06275 13.597674 15.891525
10 61.366437 5.042351 68.736675 1.191432 9.517428 15.891525
11 60.82077 5.763968 68.736675 0.173615 11.092409 15.891525
12 61.578746 5.910028 68.736675 1.634536 11.208778 15.891525
13 62.034875 5.186939 68.736675 2.585367 9.964522 15.891525
14 60.994908 8.003869 68.736675 0.907905 14.01007 15.891525
15 61.773702 5.26848 68.736675 2.07003 10.155651 15.891525
16 62.20625 5.516965 68.736675 2.934329 10.533037 15.891525
17 62.367041 6.021551 68.736675 3.262097 11.326018 15.891525
18 61.761072 6.941911 68.736675 2.177683 12.734081 15.891525
19 60.605554 6.828462 68.736675 -0.034712 12.871605 15.891525
20 61.031468 6.486036 68.736675 0.84084 12.089455 15.891525
21 60.012661 10.698935 68.736675 -0.814436 19.100934 15.891525
22 61.008513 8.204418 68.736675 1.154187 14.816976 15.891525
23 61.268208 8.763774 68.736675 1.381224 15.861039 15.891525
24 61.052095 7.347055 68.736675 1.105351 13.514249 15.891525
25 61.235898 7.194226 68.736675 1.331234 13.381756 15.891525
26 62.492569 6.296034 68.736675 3.68949 11.651796 15.891525
27 60.32213 7.945119 68.736675 -0.058691 14.43281 15.891525
28 62.420509 6.787693 68.736675 3.617489 12.508347 15.891525
29 63.444238 5.983273 68.736675 5.594299 11.084111 15.891525
30 63.126298 6.131928 68.736675 4.917004 11.308876 15.891525
