gen mean_fit std_fit max_fit
2 17.790456 34.409297 87.177882
3 26.107891 38.04049 88.915982
4 35.134547 40.077866 88.915982
5 44.157679 40.09084 88.915982
6 51.306793 38.419365 88.915982
7 60.653886 35.034923 88.915982
8 63.921508 33.482994 88.915982
9 69.591518 29.945 88.915982
10 77.507966 22.612555 88.915982
11 83.334237 15.655057 88.975982
12 83.292948 17.613704 88.975982
13 80.98143 22.738815 88.975982
14 85.032101 14.045241 88.975982
15 86.131711 9.996012 88.975982
16 87.231956 0.378309 88.975982
17 86.228328 10.012153 88.975982
18 86.730647 4.687204 88.975982
19 87.586522 0.761857 88.975982
20 87.799977 0.843014 88.975982
