gen mean_fit std_fit max_fit
2 18.091345 30.629356 87.783428
3 29.854468 32.862045 87.783428
4 39.997422 31.433532 87.783428
5 52.954852 25.720721 93.849365
6 61.781165 19.968953 93.849365
7 67.368079 17.474046 93.849365
8 69.331379 16.987695 93.849365
9 68.123281 22.41698 93.849365
10 68.762751 22.804449 93.849365
11 69.42342 19.365922 93.849365
12 69.297137 22.859617 93.849365
13 71.361888 21.412892 93.849365
14 74.725652 19.983285 93.849365
15 72.534621 25.154778 93.849365
16 78.201898 20.355139 93.849365
17 80.50642 21.170731 93.849365
18 86.644923 13.094524 93.849365
19 87.431283 17.674883 93.849365
20 90.450895 13.998797 93.849365
