gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 14.213361 23.163158 69.295248 -79.087545 39.107828 17.394627
1 30.262933 24.351525 69.295248 -51.945093 41.543494 17.394627
2 44.28562 21.420023 69.295248 -27.528094 36.658561 17.394627
3 55.943252 12.829759 69.295248 -7.544207 22.667608 17.394627
4 59.123316 15.058908 69.295248 -1.286597 26.67155 17.394627
5 63.761633 8.034472 69.295248 6.912892 14.956748 17.394627
6 63.258414 10.124096 69.295248 6.100879 17.8834 17.394627
7 61.721356 13.996288 69.295248 3.463303 23.985666 17.394627
8 63.036439 9.443044 69.295248 5.285005 17.059266 17.394627
9 59.056326 16.370386 69.295248 -1.139734 28.031324 17.394627
10 60.088208 16.954322 69.295248 1.072012 28.831065 17.394627
11 62.260599 12.522087 69.295248 4.528245 21.475622 17.394627
12 56.714392 18.694921 69.295248 -4.677973 31.859626 17.394627
13 61.44201 13.010829 69.417762 3.067424 22.810545 17.700911
14 58.361724 18.742271 69.417762 -2.011378 32.146814 17.700911
15 64.753993 10.392118 69.417762 9.159975 17.9446 17.700911
16 63.060982 14.085099 69.417762 6.448545 24.080764 17.700911
17 66.726041 6.344484 69.417762 12.522578 11.178522 17.700911
18 66.301546 7.058452 69.417762 11.775392 12.497828 17.700911
19 63.600996 12.874678 69.417762 7.146054 22.105129 17.700911
20 66.539408 7.439794 69.441871 12.23068 12.9916 17.761183
21 68.21815 2.210056 69.441871 15.134787 4.595645 17.761183
22 67.948485 4.187662 69.456576 14.748959 7.54122 17.797947
23 68.677616 1.718295 69.456576 16.143687 3.475689 17.797947
24 67.587854 2.908218 69.456576 13.957608 5.871619 17.797947
25 68.193204 2.32653 69.456576 15.180763 4.730314 17.797947
26 67.673661 2.82062 69.490713 14.016353 5.822451 17.88329
27 68.317477 2.84324 69.490713 15.468035 5.651945 17.88329
28 67.160476 6.13946 69.490713 13.416676 11.070651 17.88329
29 68.422141 2.809373 69.490713 15.595058 5.722079 17.88329
30 66.871938 6.714191 69.490713 12.850118 12.083201 17.88329
