gen mean_fit std_fit max_fit
2 47.530232 39.313293 92.423843
3 71.632109 29.435663 92.423843
4 81.317542 27.08805 93.348788
5 79.885259 28.035225 93.348788
6 83.542075 26.012354 93.494823
7 85.336293 23.008088 93.494823
8 81.04624 29.593261 93.494823
9 83.442967 26.489746 93.494823
10 85.462814 24.043275 93.494823
11 82.695632 28.097921 93.494823
12 87.885805 20.180753 93.494823
13 89.998842 16.26111 93.494823
14 93.458348 0.20766 93.494823
15 91.243884 14.041433 93.494823
16 93.469584 0.167433 93.494823
17 93.434949 0.268596 93.494823
18 92.668855 8.174581 93.494823
19 90.535563 16.150227 93.494823
20 93.461465 0.212722 93.494823
