gen mean_fit std_fit max_fit
2 11.54433 28.44909 87.306986
3 12.711919 28.602357 87.306986
4 15.975715 29.903283 87.306986
5 17.700339 30.049819 87.306986
6 21.512784 31.251663 87.306986
7 25.303912 31.857837 87.306986
8 31.625919 31.897416 87.306986
9 37.921869 31.008642 87.306986
10 43.048217 28.804315 87.306986
11 46.350273 27.861102 87.306986
12 49.397092 26.004335 87.306986
13 54.155393 23.540938 87.306986
14 61.033669 17.128268 88.883414
15 62.879297 15.789362 88.883414
16 63.236449 17.897051 88.883414
17 66.767394 12.338499 88.883414
18 64.868449 18.773043 88.883414
19 66.963997 15.716659 88.883414
20 68.609749 13.994884 88.883414
