gen mean_fit std_fit max_fit
2 18.975095 31.792676 92.524722
3 28.792097 35.771905 92.524722
4 37.575731 37.397199 93.374823
5 54.599794 37.315789 93.374823
6 69.712001 31.081392 93.374823
7 79.16773 26.005327 93.374823
8 85.883044 20.959415 93.374823
9 87.462689 18.542732 93.374823
10 86.185541 20.257262 93.516168
11 83.173337 25.253911 93.516168
12 86.003043 22.445599 93.516168
13 90.794526 12.712442 93.516168
14 91.793656 9.044591 93.516168
15 91.802586 7.962059 93.516168
16 91.080209 12.808043 93.516168
17 93.222132 0.232479 93.516168
18 93.277491 0.222511 93.516168
19 93.348553 0.154817 93.516168
20 93.391165 0.160151 93.632828
