gen mean_fit std_fit max_fit
2 21.76593 33.50842 88.352828
3 28.839201 35.389 89.252892
4 35.030038 36.605663 89.252892
5 40.765803 36.801194 89.252892
6 47.155626 35.972565 89.252892
7 55.631981 33.753652 89.252892
8 63.856915 28.901106 89.252892
9 71.01123 23.707418 89.492892
10 74.439896 22.61253 89.492892
11 78.950549 15.337742 89.492892
12 79.989855 18.097186 89.492892
13 83.551635 11.444726 89.492892
14 82.87755 17.375022 89.612892
15 84.396286 14.396697 89.672892
16 86.387154 10.150326 90.152892
17 87.564828 2.590451 90.152892
18 83.613383 17.602389 90.152892
19 87.717175 2.545881 90.208142
20 88.003087 1.724925 90.208142
