gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.799681 0.256824 -4.927254 -96.8 10.57166 -40.0
1 -5.797048 0.139961 -5.01728 -99.4 3.693237 -70.0
2 -5.749505 0.094055 -5.159055 -97.8 10.447966 -10.0
3 -5.730329 0.052358 -5.236442 -99.6 3.136877 -70.0
4 -5.709795 0.117615 -5.236442 -99.6 3.97995 -60.0
5 -5.6931 0.154555 -4.89784 -99.8 1.989975 -80.0
6 -5.731316 0.057777 -5.225747 -99.4 4.2 -70.0
7 -5.724546 0.073851 -5.225747 -98.6 6.003332 -70.0
8 -5.708707 0.148102 -5.056246 -97.2 8.255907 -60.0
9 -5.64378 0.190574 -5.056246 -98.7 5.942222 -60.0
10 -5.63494 0.200967 -5.01728 -97.6 8.260751 -60.0
11 -5.633868 0.219351 -5.159055 -95.4 11.525624 -60.0
12 -5.18527 2.540574 19.092245 -95.76 11.420263 -60.0
13 -4.289495 4.448736 19.092245 -98.26 5.266156 -74
14 -2.86802 6.030574 19.092245 -97.16 6.537155 -74
15 2.383971 11.04297 19.092245 -91.72 11.750813 -74
16 10.108531 11.5569 19.092245 -82.68 12.014058 -70.0
17 16.608968 7.452133 19.092245 -75.7 6.701492 -70.0
18 18.349166 4.226545 19.092245 -74.48 3.66737 -70.0
19 19.092245 0.0 19.092245 -74.0 0.0 -74
20 19.092245 0.0 19.092245 -74.0 0.0 -74
