gen mean_fit std_fit max_fit
2 12.909007 30.472006 90.056064
3 17.472848 33.831381 90.056064
4 21.88951 35.457329 90.056064
5 24.440384 35.530895 90.056064
6 29.419425 36.799794 90.056064
7 36.840357 36.817402 90.056064
8 44.47628 35.964834 90.056064
9 50.672877 34.283325 90.056064
10 55.147475 33.900588 90.056064
11 61.562171 31.035825 90.058586
12 65.795683 28.4524 90.058586
13 69.984887 27.27601 90.058586
14 70.59353 28.798967 90.058586
15 74.446014 25.179494 90.070924
16 82.398868 12.913648 90.070924
17 83.638456 15.638898 90.070924
18 87.063312 6.160322 90.070924
19 85.29723 14.985335 90.39194
20 81.774301 24.097109 90.39194
