gen mean_fit std_fit max_fit
2 9.195917 27.44989 86.470675
3 14.854059 30.036714 86.470675
4 20.023736 31.592659 86.470675
5 26.745672 32.735246 86.470675
6 34.741276 32.704198 86.470675
7 46.782609 28.168821 86.470675
8 53.278071 26.469401 86.470675
9 62.518375 19.577874 86.470675
10 65.322027 18.373584 86.470675
11 66.32076 19.151705 86.470675
12 69.851954 16.758988 86.470675
13 65.207497 25.211545 86.470675
14 69.110864 20.602102 87.462547
15 73.373592 14.694943 87.462547
16 69.857811 22.227669 87.462547
17 71.177487 20.760184 87.462547
18 72.308003 20.477934 93.174725
19 72.977913 21.755985 93.174725
20 70.628314 26.685101 93.174725
