gen mean_fit std_fit max_fit
2 15.876717 32.071521 90.243246
3 29.828196 37.447953 90.243246
4 45.571824 36.628457 90.243246
5 57.043965 33.248836 90.243246
6 67.079235 29.863695 90.243246
7 78.775342 22.588349 90.243246
8 80.250245 22.933217 90.363229
9 82.0284 18.765181 90.363246
10 77.835748 25.528997 90.783246
11 76.66999 26.690941 90.783246
12 80.571061 20.068091 90.783246
13 82.459547 17.420867 90.783246
14 83.347529 16.016005 90.783246
15 87.632819 7.867444 90.903246
16 88.422485 6.827954 91.406611
17 88.435201 7.567599 91.406611
18 86.656454 13.890748 92.612828
19 88.8847 8.190851 92.612828
20 89.83839 5.409869 92.612828
