gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.718037 18.765706 50.684179 -88.240185 31.67409 -17.825492
1 20.407615 21.56179 60.658068 -68.435469 36.120824 0.642869
2 26.694032 22.166017 60.658068 -58.107609 37.344532 0.642869
3 30.26677 21.05729 60.658068 -52.391719 35.363649 0.642869
4 33.922126 21.212379 60.658068 -45.826688 35.228479 0.642869
5 41.399438 16.423715 60.658068 -33.381145 27.585985 0.642869
6 42.326792 17.860483 60.658068 -31.858937 30.03045 0.642869
7 45.949298 14.793523 60.658068 -25.519081 24.675394 0.642869
8 44.07548 19.697518 60.897372 -28.815683 33.248893 1.17574
9 51.151181 12.491465 61.328004 -16.477759 20.719692 1.17574
10 44.76785 20.966355 61.328004 -27.207095 35.333507 1.958376
11 49.147139 15.787226 61.328004 -19.811355 26.774446 1.958376
12 48.860977 18.205956 62.086338 -20.213311 31.216347 2.887011
13 43.182917 22.533554 62.086338 -29.397169 37.834525 2.887011
14 46.295229 20.947335 62.086338 -24.810226 35.614593 2.887011
15 40.358179 25.681752 62.177558 -34.347122 43.501735 3.418271
16 44.027144 22.637409 62.177558 -28.394352 38.272696 3.418271
17 45.03957 21.828921 62.177558 -26.537696 37.261035 3.418271
18 45.526174 20.448832 65.571701 -25.812379 35.003047 9.403628
19 46.816196 21.450825 65.571701 -23.516093 36.633368 9.403628
20 43.548983 23.555294 65.571701 -29.01123 40.047332 9.403628
21 44.13509 23.718396 65.571701 -27.935922 40.222704 9.403628
22 49.437569 19.518085 65.571701 -19.046471 33.19169 9.403628
23 48.863753 19.685321 65.571701 -20.171486 33.81607 9.403628
24 45.660216 20.291479 65.571701 -25.315987 34.247697 9.403628
25 49.255911 17.867342 65.571701 -19.169231 30.206002 9.403628
26 45.61603 23.279805 65.571701 -25.658657 39.937228 9.403628
27 49.449351 19.172331 65.571701 -19.058177 32.872616 9.403628
28 48.529532 21.560793 65.571701 -20.528321 37.057663 9.403628
29 51.433115 18.657579 65.571701 -15.37873 31.925955 9.403628
30 53.780366 13.847653 65.571701 -11.3295 23.344439 9.403628
