gen mean_fit std_fit max_fit
2 29.602534 35.188252 89.046794
3 43.5128 33.041853 89.046794
4 58.013195 24.489921 89.046794
5 66.79918 19.550947 89.046794
6 71.875483 17.967199 89.432892
7 76.802214 13.340682 89.432892
8 77.543813 17.581184 89.432892
9 83.584691 6.390163 89.432892
10 85.314938 10.528657 89.661683
11 87.058961 6.015288 89.661683
12 87.972051 4.465216 89.661683
13 88.663088 3.159104 89.661683
14 89.015316 0.106827 89.661683
15 87.110909 9.858255 89.661683
16 87.119046 11.935259 89.661683
17 86.6824 13.349393 89.661683
18 88.248703 8.313585 89.661683
19 87.530653 9.184909 89.661683
20 87.556486 9.132005 89.661683
