gen mean_fit std_fit max_fit
2 7.856168 17.350245 48.564654
3 17.849016 18.574123 48.566611
4 28.530928 17.368307 48.566611
5 35.939717 16.307889 49.644654
6 42.042713 15.113814 53.622264
7 44.805835 13.927952 54.162264
8 43.71225 15.98846 54.162264
9 51.25624 5.032433 54.162264
10 53.653764 0.45178 54.702264
11 53.454806 4.643782 55.242264
12 53.795414 1.677519 55.242264
13 54.169786 0.462676 55.242264
14 53.792249 4.782958 55.782264
15 54.219049 1.10694 56.322264
16 53.95483 5.027408 56.322264
17 54.56173 1.982339 56.322264
18 54.822875 1.384286 56.322264
19 54.68238 2.6808 56.322264
20 54.96924 3.052944 56.322264
