gen mean_fit std_fit max_fit
2 4.444992 21.045086 89.839688
3 6.58241 22.844291 89.839688
4 14.727624 30.914729 89.839688
5 21.053919 33.732716 90.139361
6 27.399251 36.51306 90.139361
7 33.099795 35.721625 90.139361
8 37.760209 36.14813 90.139361
9 44.03953 35.198935 90.259361
10 52.144385 33.870124 90.828962
11 60.763674 30.918802 90.828962
12 67.455211 27.703 90.828962
13 74.959705 21.468401 90.828962
14 79.66281 16.758179 90.828962
15 84.083174 7.87618 90.828962
16 85.472094 10.208344 90.828962
17 87.433795 3.608529 90.828962
18 87.880411 3.530631 90.833263
19 88.00476 4.203159 90.833263
20 88.905489 2.359359 90.833263
