gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 4.119034 24.439743 94.690612 -77.5 47.385546 78
1 23.504812 38.848684 100.13194 -39.34 70.060006 84
2 43.714135 38.615239 100.13194 3.16 63.755897 84
3 53.123857 37.791548 100.13194 18.48 61.11767 84
4 56.775457 34.492434 98.24704 26.26 53.391127 82
5 50.145635 37.325078 98.24704 14.98 59.974991 82
6 57.299772 37.837261 96.44704 23.98 61.417584 80
7 57.18582 37.459549 96.44704 24.12 60.44225 80
8 61.315412 33.499295 92.84704 33.22 51.830412 76
9 68.349217 31.049891 87.894055 43.22 46.485176 70
10 67.113959 32.085539 87.912404 40.9 49.793473 70
11 67.036487 32.186122 87.912404 41.58 47.87007 70
12 55.515946 35.895984 87.969562 24.58 56.466128 70
13 64.651483 32.625974 87.918596 38.12 50.045435 70
14 63.589947 32.620503 87.490612 35.94 52.629615 70
15 63.21899 31.97543 95.012614 36.76 48.735022 78
16 67.543855 30.746045 87.490612 42.92 45.077196 70
17 72.094144 27.812019 92.93194 49.66 38.682353 76
18 82.553637 16.918501 87.490612 63.72 21.732961 70
19 87.490612 0.0 87.490612 70.0 0.0 70
20 87.490612 0.0 87.490612 70.0 0.0 70
