gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.207727 2.260564 7.976552 -96.9 11.374973 -30.0
1 -4.450233 2.724517 4.070411 -93.4 13.654303 -50.0
2 -2.991559 10.302578 94.900134 -89.2 24.440949 100
3 -4.316284 2.567119 1.976552 -92.8 12.812494 -60.0
4 -2.479637 3.188012 8.179917 -83.6 15.969972 -30.0
5 -0.573535 3.094846 8.179917 -74.1 15.498064 -30.0
6 0.269526 2.590053 8.2699 -69.8 12.959938 -30.0
7 0.311636 2.720451 8.2699 -69.5 13.66565 -30.0
8 0.617974 2.815493 8.179917 -68.0 14.071247 -30.0
9 1.43117 3.067861 8.2699 -63.8 15.412982 -30.0
10 1.64498 3.171605 10.179917 -62.7 15.865371 -20.0
11 1.785078 3.540995 8.179917 -62.0 17.663522 -30.0
12 1.540244 3.874843 8.179917 -63.3 19.393556 -30.0
13 2.33436 3.363967 10.2699 -59.4 16.900888 -20.0
14 1.807807 2.908253 8.179917 -62.1 14.648891 -30.0
15 1.56662 2.299123 8.179917 -63.4 11.594826 -30.0
16 1.757749 2.70579 6.2699 -62.4 13.573504 -40.0
17 2.376966 2.303524 6.2699 -59.3 11.597845 -40.0
18 3.257605 2.601141 10.2699 -54.8 12.998461 -20.0
19 3.628394 1.889618 4.2699 -53.0 9.433981 -50.0
20 3.736957 2.03471 4.250607 -52.5 10.136567 -50.0
