gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 7.477638 13.899904 44.074908 -87.697507 22.831227 -27.046828
1 15.419224 16.871258 46.790587 -74.618516 27.624949 -23.723806
2 21.860836 18.055832 46.790587 -64.189957 29.42028 -23.297136
3 28.630374 17.537118 46.790587 -53.53533 28.307036 -22.189111
4 32.111916 16.349671 51.668285 -48.100412 26.263433 -13.886192
5 32.224723 16.78897 53.068317 -47.364176 27.281448 -13.382932
6 30.906801 17.630403 53.214727 -49.390714 28.717414 -13.016907
7 30.843882 18.560074 53.615558 -49.438154 30.353033 -13.016907
8 39.434303 14.114104 53.615558 -35.64103 23.053028 -11.893679
9 36.570388 16.738214 56.71677 -39.777355 27.426596 -8.303947
10 40.19371 14.326807 56.71677 -34.128912 23.392681 -8.303947
11 39.947457 16.573477 56.806958 -34.312906 27.118478 -5.565753
12 44.616882 10.936312 58.262737 -26.913716 17.86861 -4.426306
13 43.121419 12.335697 58.262737 -29.016711 20.143356 -4.426306
14 45.629931 12.037022 58.262737 -24.876232 19.630303 -4.426306
15 43.129002 15.166886 58.510875 -29.042415 24.780436 -3.722813
16 46.493614 12.206917 58.510875 -23.367019 19.938868 -3.722813
17 47.571539 12.916476 58.878371 -21.789734 20.996794 -2.887222
18 48.408845 9.791845 58.878371 -20.366889 15.620385 -2.887222
19 48.094182 14.626806 58.878371 -21.434654 23.639895 -2.887222
20 51.479589 11.58292 58.878371 -15.847336 18.777424 -2.887222
21 53.003962 9.55482 58.878371 -13.101506 15.545125 -2.887222
22 52.55254 12.729189 58.878371 -13.953652 20.857058 -2.887222
23 55.791677 4.593873 58.995001 -8.671384 7.852174 -2.512497
24 54.956902 8.677634 58.995001 -10.040247 14.326997 -2.512497
25 54.914479 8.659647 58.995001 -10.074932 14.422138 -2.512497
26 53.251742 10.391307 60.054139 -12.448571 16.982415 0.052198
27 52.36127 12.284947 60.054139 -14.039262 20.173721 0.052198
28 51.736363 11.66139 60.054139 -15.105996 19.138505 0.052198
29 52.180402 12.290713 60.054139 -14.56262 20.22429 0.052198
30 53.554521 9.676219 60.054139 -11.996193 15.726871 0.052198
