gen mean_fit std_fit max_fit
2 19.072279 32.620286 90.579829
3 32.184505 36.278581 90.579829
4 44.77047 34.928387 90.579829
5 55.806639 33.253225 90.579829
6 67.31077 28.772999 90.579829
7 76.309792 23.625727 90.787267
8 78.303429 24.92367 90.843942
9 83.115902 17.799931 91.176504
10 82.080978 19.926167 91.176504
11 81.541617 21.634874 91.176504
12 82.003309 21.77375 91.176504
13 84.505685 18.639532 91.531054
14 82.767069 22.439375 91.531054
15 76.268745 31.43467 91.531054
16 79.890559 27.504264 91.743229
17 81.081074 26.207459 91.743229
18 83.432294 23.134584 91.743229
19 83.224239 23.654839 91.743229
20 80.728299 27.611422 91.743229
