gen mean_fit std_fit max_fit
2 37.021225 34.637447 89.061683
3 55.20187 28.365605 89.066695
4 65.269783 27.513161 89.423414
5 75.35277 20.125536 89.423414
6 82.542131 10.790148 89.423414
7 84.014722 11.936442 89.423414
8 85.645611 8.148039 89.423414
9 84.780343 8.263097 89.423414
10 84.529236 9.642682 89.423414
11 85.955784 7.310097 89.423414
12 86.258265 7.978671 89.423414
13 87.515929 5.67384 89.423414
14 87.777407 5.778802 89.423414
15 88.062381 5.483157 89.423414
16 87.11015 6.98302 89.672892
17 88.134667 4.594017 89.672892
18 88.385534 3.660971 89.846695
19 88.105943 4.194368 89.846695
20 87.932073 5.412997 89.906695
