gen mean_fit std_fit max_fit
2 50.693465 41.980681 93.108962
3 77.36198 28.318798 93.108962
4 84.270476 24.335651 93.108962
5 86.79458 20.92078 93.108962
6 84.010442 25.357861 93.934253
7 84.430958 23.795849 93.934253
8 83.198842 25.678058 93.934253
9 85.044454 21.454653 93.934253
10 90.743731 11.438927 93.934253
11 92.575352 4.431474 93.945064
12 93.037947 4.308273 93.964202
13 91.42475 10.844363 93.964202
14 89.068655 14.827279 93.964202
15 91.914069 7.017403 94.119644
16 89.775876 12.442876 94.119644
17 93.307503 3.766785 94.119644
18 93.828459 0.341011 94.119644
19 92.948582 6.961084 94.120945
20 93.659444 2.255302 94.120945
