gen mean_fit std_fit max_fit
2 38.186021 37.822277 89.439556
3 65.632848 31.767026 92.912892
4 74.518408 25.648129 92.912892
5 79.196804 19.636366 92.912892
6 77.277754 23.146259 92.912892
7 79.377425 24.121072 93.112506
8 82.728285 22.041284 93.172506
9 86.663105 16.233744 93.172506
10 81.622205 25.511886 93.172506
11 81.719955 25.462854 93.172506
12 81.350217 25.62119 93.172506
13 82.383898 23.82718 93.172506
14 87.880228 15.358981 93.172506
15 81.373704 26.098185 93.172506
16 85.97979 19.653645 93.172506
17 84.250288 22.553308 93.172506
18 85.878283 19.310353 93.172506
19 90.805385 5.38586 93.172506
20 87.905022 17.439874 93.172506
