gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 5.173617 16.196083 51.135777 -93.951165 27.47468 -16.488155
1 17.694706 20.163566 59.817998 -72.536046 33.422744 -1.221565
2 26.642473 21.39922 59.817998 -58.312348 35.994678 -1.221565
3 35.705146 17.439847 59.817998 -42.820525 28.844351 -1.221565
4 33.198848 20.798235 61.020273 -47.145191 34.65578 0.94392
5 34.087606 19.987221 61.020273 -45.867372 33.3818 0.94392
6 37.411912 19.624232 61.020273 -40.133516 32.658779 0.94392
7 43.012546 16.006682 61.020273 -30.644447 26.414907 0.94392
8 44.647087 15.770323 61.020273 -27.782801 25.853715 0.94392
9 44.427577 17.682116 61.020273 -28.544756 29.502087 0.94392
10 45.160123 17.911173 61.020273 -27.176271 29.999744 0.94392
11 46.357295 15.635031 61.020273 -25.376907 26.398904 0.94392
12 42.013172 21.346797 61.021932 -32.409003 35.887796 0.94392
13 43.237238 19.342086 61.021932 -29.923916 32.043189 0.94392
14 44.808489 20.788985 62.138207 -27.595392 34.892789 2.270986
15 44.59354 22.754694 63.288159 -27.858871 38.112999 4.045229
16 44.819677 23.196582 63.692191 -27.152346 38.801746 5.05531
17 51.192111 18.112913 63.692191 -16.602711 30.67966 5.05531
18 51.995785 18.669026 63.692191 -15.133186 31.750051 5.107368
19 48.242119 22.56357 63.692191 -21.419834 38.328762 5.107368
20 52.239622 20.020381 64.973138 -14.424614 34.073907 8.22998
21 51.91566 21.579193 64.973138 -14.91536 36.93401 8.22998
22 54.376218 18.49489 66.867164 -10.358617 30.991283 12.16791
23 54.011867 18.930892 67.480385 -11.306168 32.786548 13.480444
24 54.33462 16.818241 67.480385 -10.502872 28.620447 13.480444
25 54.774932 17.353553 67.480385 -9.619669 29.513597 13.480444
26 53.935131 20.325344 67.480385 -10.973653 34.67204 13.480444
27 60.306076 10.751548 67.480385 -0.2102 18.5256 13.480444
28 60.177945 10.915457 67.480385 -0.434338 18.876905 13.480444
29 59.880492 10.848353 67.480385 -1.017912 18.969061 13.480444
30 62.369672 4.153189 67.480385 3.423212 7.827549 13.480444
