gen mean_fit std_fit max_fit
2 33.889742 33.442047 87.756168
3 53.693887 28.065821 89.469362
4 62.583674 26.608868 89.469362
5 67.678786 23.56452 89.612828
6 73.499277 22.023157 90.058742
7 74.344295 25.165108 90.770612
8 81.879776 16.003512 90.770612
9 81.831554 16.833658 90.882547
10 84.843406 12.455217 90.882547
11 87.46687 5.975887 90.882547
12 89.521334 2.342905 90.938539
13 89.134734 5.839085 90.938539
14 90.117672 2.347963 90.938539
15 90.350767 2.233318 90.938539
16 90.613172 0.517893 91.002547
17 90.566259 1.429218 91.014668
18 90.431619 2.611376 91.078742
19 90.257975 2.940718 91.078742
20 90.159287 3.391955 91.078742
