gen mean_fit std_fit max_fit
2 9.606041 25.828206 89.072892
3 13.06147 27.35865 89.072892
4 19.737833 30.097867 89.072892
5 26.325975 32.217095 89.072892
6 32.650922 33.659207 89.072892
7 41.445636 33.576125 89.072892
8 48.749516 32.044129 89.072892
9 57.631193 28.114266 89.072892
10 67.51113 20.353699 89.072892
11 74.207474 14.526754 89.072892
12 77.675246 13.60342 89.072892
13 81.594726 10.547404 89.072892
14 84.982175 6.642448 89.072892
15 87.342049 1.947274 89.072892
16 87.805919 0.5266 89.072892
17 87.916418 0.500991 89.072892
18 87.995705 0.461388 89.072892
19 88.067267 0.478729 89.072892
20 88.161041 0.494817 89.072892
