gen mean_fit std_fit max_fit
2 16.842553 31.580962 88.39428
3 23.999717 31.759253 88.39428
4 32.107563 30.236165 88.881407
5 43.539403 29.075941 88.881407
6 50.750984 29.478254 88.881407
7 60.673409 29.07609 89.701106
8 65.372803 29.39139 90.446285
9 70.372161 28.078501 90.623843
10 79.408349 20.122272 90.623843
11 79.98957 24.55713 90.623843
12 80.098875 26.498527 90.623843
13 86.712206 12.026566 90.623843
14 86.322589 11.312654 90.623843
15 87.559476 11.318437 90.623843
16 86.544101 14.280925 90.623843
17 88.204279 10.215424 90.958422
18 88.255077 10.17547 90.958422
19 87.357783 14.406354 90.958422
20 89.281701 7.244345 90.958422
