gen mean_fit std_fit max_fit
2 23.154495 38.692 92.397882
3 30.191801 41.140234 92.716415
4 37.866363 43.051411 92.854809
5 47.748575 43.4128 92.854809
6 55.804772 41.796466 92.854809
7 62.350918 39.421698 92.854809
8 72.969087 33.180874 92.854809
9 80.487739 25.517134 93.10521
10 88.337504 12.369511 93.243246
11 88.795998 12.870526 93.734024
12 91.541445 1.207586 93.734024
13 91.894347 0.94325 94.175214
14 90.871304 10.13177 94.175214
15 90.963533 10.128245 94.175214
16 90.948896 10.637527 94.175214
17 91.126804 10.085542 94.175214
18 91.375617 5.069771 94.175214
19 90.291866 14.387607 94.281683
20 92.577421 0.706132 94.281683
