gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 8.105941 15.140562 43.965922 -86.752335 24.721319 -27.333506
1 16.697815 16.592597 45.5141 -72.555855 27.078752 -25.48526
2 24.926584 16.841219 51.135805 -58.981469 27.624601 -14.773659
3 26.524981 19.124523 51.135805 -56.757029 31.144052 -14.773659
4 31.292533 16.827097 54.833551 -48.841367 27.35827 -11.782968
5 34.802415 14.756107 54.833551 -43.007831 24.07798 -11.782968
6 36.9657 14.398841 54.833551 -39.55316 23.478186 -11.782968
7 32.803193 17.389843 54.833551 -46.641961 28.201121 -11.782968
8 35.818504 14.80722 54.833551 -41.421229 24.015243 -11.782968
9 36.397468 14.839702 54.833551 -40.404233 24.124427 -11.782968
10 36.157911 15.396448 54.833551 -41.036124 24.927496 -11.782968
11 38.304738 15.146716 55.797354 -37.336071 24.697483 -8.102487
12 38.687171 15.270767 55.797354 -36.551133 24.935103 -8.102487
13 38.618414 16.455438 55.797354 -36.512811 26.957797 -8.102487
14 39.910071 15.664771 55.797354 -34.472297 25.685761 -7.250828
15 42.936749 10.121135 55.797354 -29.429461 16.599271 -7.250828
16 40.543319 17.688357 57.422055 -33.255032 29.042218 -6.444864
17 41.892348 16.80494 57.422055 -31.177625 27.599544 -6.444864
18 44.299038 16.324234 57.468934 -27.615465 26.632147 -5.194511
19 43.575029 17.659058 57.468934 -29.015734 28.784131 -5.194511
20 45.528137 16.449922 57.468934 -25.025249 27.133928 -5.194511
21 45.799508 15.964109 57.468934 -24.345215 26.316429 -5.194511
22 47.560005 14.573783 57.468934 -21.69086 24.07936 -5.194511
23 47.268965 15.958172 57.468934 -22.159658 26.365332 -5.194511
24 46.120562 17.445051 57.468934 -23.930508 28.77981 -5.194511
25 48.144442 14.313462 57.722182 -20.491491 23.586878 -5.194511
26 49.176288 15.660897 57.722182 -18.905965 25.772516 -5.194511
27 49.518453 16.896263 57.722182 -18.590127 27.680294 -5.194511
28 53.765504 11.535906 57.722182 -12.496781 18.654539 -5.194511
29 54.822979 9.123938 57.722182 -10.966154 14.845106 -5.194511
30 55.554578 7.690391 57.722182 -9.780984 12.519476 -5.194511
