gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 -5.57075 0.886304 -0.986452 -97.7 8.701149 -50.0
1 -5.382673 1.208265 0.013548 -96.0 12.489996 -40.0
2 -5.532661 0.861221 -0.517671 -97.9 8.751571 -40.0
3 -5.63694 0.424432 -3.762051 -98.8 4.308132 -80.0
4 -5.644326 0.494087 -2.7301 -98.7 5.030904 -70.0
5 -5.733445 0.010757 -5.697093 -100.0 0.0 -100
6 -5.566626 0.772105 0.059829 -98.3 7.88099 -40.0
7 -5.63704 0.516404 -2.7301 -99.1 5.117617 -70.0
8 -5.569622 0.700875 -0.986452 -98.3 7.622992 -50.0
9 -5.300894 1.075106 0.197882 -95.7 11.158405 -40.0
10 -4.99366 1.610465 0.197882 -92.5 16.27114 -40.0
11 -3.099782 9.329708 87.547727 -80.88 26.778081 92
12 -2.7335 9.287271 87.547727 -77.28 26.276255 92
13 -3.059537 2.192549 0.197882 -73.2 22.355313 -40.0
14 -2.893949 1.917449 0.197882 -71.5 19.512816 -40.0
15 -2.059001 1.607941 0.197882 -62.9 15.955877 -40.0
16 -1.622007 1.615669 0.197882 -58.5 16.27114 -40.0
17 -1.314645 1.84978 0.197882 -55.5 18.99342 -40.0
18 -0.399486 1.263241 0.197882 -46.1 12.875947 -40.0
19 0.197882 0.0 0.197882 -40.0 0.0 -40.0
20 0.197882 0.0 0.197882 -40.0 0.0 -40.0
