gen mean_fit std_fit max_fit mean_gain std_gain max_gain
0 5.887901 12.896518 54.085229 -90.234456 21.358344 -10.763105
1 14.12846 17.694584 58.089136 -76.640301 29.201716 -3.373077
2 23.801488 18.265681 58.089136 -60.699211 30.029247 -3.373077
3 30.733322 18.953384 58.089136 -49.631327 30.907263 -3.373077
4 34.35585 19.330697 58.089136 -43.855232 31.487284 -3.373077
5 36.525174 19.562264 58.089136 -40.459515 31.783887 -3.373077
6 38.088485 19.251952 58.089136 -37.745479 31.373993 -3.373077
7 38.896873 19.692957 58.089136 -36.367662 32.154575 -3.373077
8 42.480087 16.594067 58.089136 -30.448319 27.066896 -3.373077
9 45.078376 13.860532 58.089136 -26.322346 22.612729 -3.373077
10 42.44804 18.214329 58.089136 -30.329016 29.892111 -3.373077
11 41.932633 19.614986 58.089136 -31.064971 32.20454 -3.373077
12 43.953092 17.003904 58.089136 -27.870002 27.916582 -3.373077
13 45.994663 15.363295 58.089136 -24.441576 25.23959 -3.373077
14 48.831256 13.685106 58.089136 -19.81426 22.550178 -3.373077
15 45.211379 16.508853 58.089136 -25.725124 27.151822 -3.373077
16 49.679045 11.977659 58.089136 -18.280563 19.762197 -3.373077
17 49.679751 13.154735 58.089136 -18.067354 21.672421 -3.373077
18 48.639984 13.961466 58.089136 -19.844913 23.00854 -3.373077
19 48.733048 13.730861 58.089136 -19.727527 22.610346 -3.373077
20 49.561832 14.010339 58.089136 -18.337636 23.080279 -3.373077
21 48.959932 14.437095 58.089136 -19.306351 23.773479 -3.373077
22 48.491874 13.501305 58.089136 -20.11102 22.304274 -3.373077
23 51.226087 9.913807 58.089136 -15.519963 16.355195 -3.373077
24 49.83117 11.517331 61.073511 -17.812378 18.978355 0.552652
25 50.730446 11.057459 61.073511 -16.185295 18.163724 0.552652
26 49.030463 13.044597 61.073511 -19.005682 21.487333 0.552652
27 49.109577 12.84539 61.073511 -18.877327 21.147345 0.552652
28 50.686745 11.756708 61.073511 -16.466568 19.477174 0.552652
29 50.312259 13.117947 61.073511 -16.864708 21.621351 0.552652
30 45.742094 16.754687 61.073511 -24.380296 27.589489 0.552652
